shop_id,listing_id,program_id,name,website,myshopify_domain,categories,commission,cookie,payout_rate,approval_rate,offer_score,recommend_score,currency,apply_url,page
68183,36131,77592,NMNBIO,,nmnbio.myshopify.com,"Wellness & Lifestyle, Beauty & Health, Mom & Kids",15% per order,30,91.95%,98.31,3.88,28.48,GBP,https://af.uppromote.com/NMNBio/register,1
101475,37585,115464,lubluelu,,lubluelu.myshopify.com,Home & Tools,5%-7% per order,30,93.35%,76.7,4.2,29.36,EUR,https://af.uppromote.com/lubluelu/register,1
167234,37939,293715,"Cosset, Inc.",,cosset-bath-and-body.myshopify.com,Beauty & Health,12.50% per order,7,98.7%,98.32,4.8,35.42,USD,https://af.uppromote.com/cosset-bath-and-body/register,1
218564,36339,252865,Femme Nativa by Rachael Attard,,rachael-attard-fn.myshopify.com,"Wellness & Lifestyle, Beauty & Health, Others",30% per order,360,98.66%,82.67,4.14,29.89,USD,https://af.uppromote.com/rachael-attard-fn/register,1
219871,36184,254535,Extend-A-Reach,,extand-a-reach.myshopify.com,"Business & Professional services, Garden & Outdoors, Home & Tools",5%-10% per order,30,88.73%,96,4.07,28.08,USD,https://af.uppromote.com/extand-a-reach/register,1
223853,36263,259583,Z-RAM.net,,z-ram.myshopify.com,"Toys & Hobbies, Sports & Entertainment, Adult products",6% per order,30,87.83%,97.35,4.1,30.87,EUR,https://af.uppromote.com/z-ram/register,1
224516,36296,260391,Southern Seeds,,southern-seed-exchange.myshopify.com,Garden & Outdoors,15% per order,30,95.13%,8.24,4.55,32.76,USD,https://af.uppromote.com/seed-therapy/register,1
226253,37594,262597,My Cluck Hut,,my-cluck-hut.myshopify.com,"Beauty & Health, Wellness & Lifestyle",15% per order,30,94.52%,91.39,3.8,27.44,USD,https://af.uppromote.com/my-cluck-hut/register,1
226298,36437,262659,maikoo art,,b0c2b5.myshopify.com,Art,10% per order,30,100%,91.76,3.84,29.45,USD,https://af.uppromote.com/b0c2b5/register,1
229357,36496,266683,JLM Marine Boat Parts Limited,,f218ae-a6.myshopify.com,"Automobiles & Motorcycles, Sports & Entertainment, Home & Tools",15% per order,30,97.71%,96.61,4.07,30.44,USD,https://af.uppromote.com/jlmmarine/register,1
231580,36589,269511,AlfredCamera,,alfredcam-store-tw.myshopify.com,"Electronics, Home & Tools, Garden & Outdoors",5% per order,30,28.74%,85.36,3.8,26.3,USD,https://affiliate.alfred.camera/alfredcam-store-tw/register,1
239203,37046,279087,NUTRIQ,,nutriq-nutrition.myshopify.com,Beauty & Health,20% per order,1,92.4%,47.67,4.3,32.55,EUR,https://af.uppromote.com/nutriq-nutrition/register,1
239809,38409,279828,Arq8 ,,0pgdfx-sp.myshopify.com,Health & Beauty,25% per order,30,85.78%,98.01,3.86,30.53,USD,https://af.uppromote.com/0pgdfx-sp/register,1
241027,37159,281353,Mahjong Studios,,wcuqhu-60.myshopify.com,"Gaming, Retail & Consumer goods, Toys & Hobbies",10% per order,30,96.61%,95.58,4.07,28.25,USD,https://af.uppromote.com/wcuqhu-60/register,1
242722,37287,287377,Passion 4 Health,,health-for-life-store.myshopify.com,Health & Beauty,20% per order,30,83.87%,99.57,4.04,29.41,USD,https://af.uppromote.com/passion4health/register,1
242933,37322,285287,Parfait Lingerie,,parfait-lingerie.myshopify.com,Fashion,15% per order,30,96.84%,18.67,3.74,26.7,USD,https://affiliates.parfaitlingerie.com/parfait-lingerie/register,1
248592,37689,290595,BI-SU,,44vssy-7p.myshopify.com,Health & Beauty,20% per order,30,82.61%,99.01,3.76,26.85,USD,https://af.uppromote.com/bisu/register,1
257216,38462,301530,Hampstead Tea,,hampstead-tea.myshopify.com,Health & Beauty,0% per order,30,61.39%,75.28,3.93,27.82,GBP,https://af.uppromote.com/hampstead-tea/register,1
259809,38725,304872,MidtownUmbrellas.com,,midtownumbrellasusa.myshopify.com,"Furniture, Home & Garden",10% per order,30,95%,13.76,4.08,30.64,USD,https://af.uppromote.com/midtownumbrellas/register,1
259852,38699,304923,Old Time Sports,,gm10zm-xi.myshopify.com,Apparel & Accessories,10% per order,30,96.12%,50,4.15,29.51,USD,https://af.uppromote.com/gm10zm-xi/register,1
5642,9669,6391,MakerFlo,https://makerflocrafts.com,makerflo-crafts.myshopify.com,"Home & Tools, Art, Toys & Hobbies",5% per order,30,79.08%,99.97,3.9,7.64,USD,https://af.uppromote.com/makerflo-crafts/register,2
44298,8493,49188,FITCAMX,https://fitcamx.com/,fitcamx.myshopify.com,"Automobiles & Motorcycles, Electronics",7% per order,30,99.46%,99.08,4.7,8.18,USD,https://af.uppromote.com/fitcamx/register,2
52228,10924,58376,Beauty by Earth,https://beautybyearth.com,beauty-by-earth-natural-beauty.myshopify.com,Beauty & Health,10% per order,30,90.27%,99.37,3.98,7.72,USD,https://af.uppromote.com/beautybyearth/register,2
54610,12042,61121,MODELONES,https://modelones.com/,modelones-com.myshopify.com,"Fashion, Beauty & Health, Art",15%-20% per order,30,98.15%,58.83,3.92,8.35,USD,https://af.uppromote.com/modelones-com/register,2
63393,14732,71801,Mokwheel Bikes US-New,,9gg1sp-je.myshopify.com,"Sports & Entertainment, Automobiles & Motorcycles, Others",5% per order,30,98.55%,68.1,4.03,7.94,USD,https://af.uppromote.com/mokwheel/register,2
63510,35734,93824,Enjoy The Wood,,enjoythewood.myshopify.com,"Home & Tools, Garden & Outdoors, Art",15% per order,7,90.96%,99.19,4.12,8.36,USD,https://af.uppromote.com/enjoythewood/register,2
71770,17748,81877,TrophySmack,https://trophysmack.com,trophysmack.myshopify.com,"Sports & Entertainment, Art, Toys & Hobbies",15% per order,90,84.66%,4.51,3.4,8.7,USD,https://af.uppromote.com/trophysmack/register,2
84097,20304,96263,Venneir,,venneir.myshopify.com,"Beauty & Health, Retail & Consumer goods, Wellness & Lifestyle",7.50% per order,30,92.4%,88.16,4.05,8.83,GBP,https://join.venneir.com/venneir/register,2
95162,22675,108561,Icetool Premium Metal Nicotine Pouch Cans,,icetool-snus-accessories.myshopify.com,"Adult products, Tobacco products, Jewelry & Accessories",15% per order,30,100%,94.95,4.2,8.44,EUR,https://af.uppromote.com/icetool-snus-accessories/register,2
103525,27844,117585,MicroVitamin,,microvitamin.myshopify.com,Beauty & Health,5% per order,30,92.11%,99.86,4.62,7.72,USD,https://affiliate.microvitamin.com/microvitamin/register,2
111485,26150,126465,SnoreLessNow,https://snorelessnow.myshopify.com,snorelessnow.myshopify.com,"Beauty & Health, Sports & Entertainment",15% per order,14,97.58%,89.92,4.62,11.55,USD,https://af.uppromote.com/SnoreLessNow/register,2
114734,26890,130009,Canadian Protein,https://canadian-protein.myshopify.com,canadian-protein.myshopify.com,Beauty & Health,5% per order,15,87.05%,32.44,4.18,8.03,CAD,https://affiliates.canadianprotein.com/canadian-protein/register,2
137502,29258,155630,JenniBag,,aa601b-3.myshopify.com,"Fashion, Beauty & Health",20% per order,30,99.46%,99.59,4.97,9.05,USD,https://af.uppromote.com/aa601b-3/register,2
153176,30553,174141,EcoWise Wellness,https://ecowisesupplements.myshopify.com,ecowisesupplements.myshopify.com,"Sports & Entertainment, Beauty & Health",25% per order,30,99.14%,96.52,4.55,10.15,USD,https://af.uppromote.com/ecowisesupplements/register,2
154608,33535,175815,Slacker,,motool-inc.myshopify.com,"Automobiles & Motorcycles, Electronics",20% per order,30,99.43%,50,4.38,8.37,USD,https://partners.getslacker.com/motool-inc/register,2
178950,33700,204017,Bro Glo,,theglobro.myshopify.com,Beauty & Health,10% per order,30,99.87%,99.79,4.95,8.12,USD,https://af.uppromote.com/theglobro/register,2
181145,33757,206470,Hobby Shopy,https://6ab085-2.myshopify.com,6ab085-2.myshopify.com,"Art, Home & Tools, Toys & Hobbies",5% per order,15,95.16%,93.67,4.22,7.93,USD,https://af.uppromote.com/hobbyshopy/register,2
202188,35392,231778,PCSsole,,mypcssole.myshopify.com,"Beauty & Health, Sports & Entertainment",25% per order,30,100%,93.21,3.96,8.12,USD,https://af.uppromote.com/mypcssole/register,2
219365,36113,253874,Pure Frequencies,,0wj4kt-20.myshopify.com,"Beauty & Health, Wellness & Lifestyle",25% per order,30,59.43%,66.27,4.05,9.8,USD,https://af.uppromote.com/0wj4kt-20/register,2
238104,37125,277743,Sakura Box,,japan2oz.myshopify.com,"Food, Beverages & Tobacco",1%-20% per order,30,93.01%,98.47,4.38,7.71,USD,https://af.uppromote.com/japan2oz/register,2
258967,38609,303783,Read2Speak,,z2maji-cx.myshopify.com,"Arts & Entertainment, Electronics",50% per order,30,95.07%,3.7,3.01,8.82,EUR,https://af.uppromote.com/read2speak/register,2
28883,11419,31380,Organics Nature,,organic-sea-moss.myshopify.com,"Beauty & Health, Grocery & Food, Others",$5.00 per order,30,99.32%,99.73,4.25,7.61,USD,https://af.uppromote.com/Organics-Nature/register,3
38892,6728,42796,My Mini Maker,,my-mini-maker.myshopify.com,"Art, Toys & Hobbies",15% per order,14,98.1%,98.76,3.72,7.09,GBP,https://af.uppromote.com/my-mini-maker/register,3
56155,12188,63004,SPELAB,,evilenergyp.myshopify.com,Automobiles & Motorcycles,10% per order,30,97.63%,34.8,3.35,7,USD,https://af.uppromote.com/spelab/register,3
71693,17165,81782,維特健靈官方海外專賣店 Vita Green Official Global Shop,https://vitagreen.online,online-e12c.myshopify.com,Beauty & Health,5% per order,30,53.16%,98.01,3.7,7.25,HKD,https://af.uppromote.com/online-e12c/register,3
83391,20124,95489,Double Oak Essentials,,double-oak-essentials.myshopify.com,"Others, Fashion",12% per order,30,98.91%,98.81,4.75,7.6,USD,https://af.uppromote.com/double-oak-essentials/register,3
83674,33665,95823,ANCEL,,anceltool.myshopify.com,Automobiles & Motorcycles,5% per order,7,95.03%,47.3,4.22,7.13,USD,https://af.uppromote.com/ancel/register,3
85440,22053,104919,OptiWize Inc,https://optiwizehealth.com,optiwize-9626.myshopify.com,"Beauty & Health, Pet supplies, Others",$15.00 per item,30,92.36%,60.55,3.2,7.04,USD,https://af.uppromote.com/optiwize-9626/register,3
94219,28635,107531,myBrainCo,https://mybrainco.com/,mybrain-co.myshopify.com,Beauty & Health,20% per order,30,91.18%,21.88,3.45,7.14,AUD,https://affiliate.mybrainco.com/mybrainco/register,3
100505,24850,114304,Bask  and Lather Co,https://baskandlatherco.myshopify.com,baskandlatherco.myshopify.com,Beauty & Health,10% per order,30,19.08%,63.67,3.3,7.52,USD,https://af.uppromote.com/baskandlatherco/register,3
107419,31034,122028,Royal Clips,,hicloudapparel.myshopify.com,"Electronics, Beauty & Health, Home & Tools",12% per order,30,95.54%,99.06,4.3,7.4,USD,https://af.uppromote.com/royalclips/register,3
111089,34329,221068,Desert Does It,https://desert-does-it.myshopify.com,desert-does-it.myshopify.com,Automobiles & Motorcycles,5% per order,30,93.44%,92.93,4.35,7.35,USD,https://affiliate.desertdoesit.com/desert-does-it/register,3
113156,26465,128275,Drowned World Records,https://drownedworldrecords.myshopify.com,drownedworldrecords.myshopify.com,Others,1% per order,10,100%,7.11,3.92,7.21,USD,https://af.uppromote.com/drownedworldrecords/register,3
139058,29140,157468,Taste Flavor Co.,https://taste-flavor-co.myshopify.com,taste-flavor-co.myshopify.com,"Beauty & Health, Grocery & Food",10% per order,30,68.48%,70.96,4.25,7.61,USD,https://team.tasteflavorco.com/tasteflavorco/register,3
140725,36081,159483,PUCKIPUPPY BIKES,,puckipuppy.myshopify.com,"Sports & Entertainment, Wellness & Lifestyle, Automobiles & Motorcycles",5% per order,30,98.74%,47.96,4.11,6.95,USD,https://af.uppromote.com/puckipuppy/register,3
158034,33460,261605,Case X Kingdom,,e7e096-2.myshopify.com,"Phone & Telecommunication, Art",20% per order,30,98.66%,99.76,3.62,7.2,AUD,https://af.uppromote.com/CaseXKingdom/register,3
167926,33456,190986,Simube,,a14ce3.myshopify.com,"Gaming, Electronics",8% per order,30,99.45%,96.65,4.62,7.3,USD,https://af.uppromote.com/a14ce3/register,3
204849,35719,235280,CANMAKEUSA,,canmakeusa.myshopify.com,"Beauty & Health, Fashion, Home & Tools",10% per order,30,94.23%,96.68,4.18,7.19,USD,https://af.uppromote.com/canmakeusa/register,3
225544,36482,261713,Nautilus Puzzles - Wooden Jigsaw Puzzles For Adults,,nautilus-puzzles.myshopify.com,Toys & Hobbies,10% per order,30,99.21%,63.89,4.09,7.16,USD,https://af.uppromote.com/nautilus-puzzles/register,3
244752,37370,285946,MARINER POET,,240505-34.myshopify.com,Home & Garden,8% per order,30,92.48%,97.8,3.99,7.98,USD,https://af.uppromote.com/MARINERPOET/register,3
255035,38241,298646,MagicMerchEmporium,,c1d828-3c.myshopify.com,"Arts & Entertainment, Home & Garden, Apparel & Accessories",$10.00 per order,30,42.39%,98.52,3.04,7.08,USD,https://af.uppromote.com/c1d828-3c/register,3
255842,38318,299696,The Grip Comb,,the-grip-comb.myshopify.com,Health & Beauty,15% per order,30,100%,95.83,3.41,7.3,USD,https://af.uppromote.com/the-grip-comb/register,3
26665,3218,28873,Teeth Grinding Guards | Custom Teeth Night Guards,,teethnightguard.myshopify.com,"Beauty & Health, Mom & Kids",8% per order,30,95.45%,99.58,4.08,6.81,USD,https://af.uppromote.com/teethnightguard/register,4
39872,7179,44510,Base Laboratories,,baselaboratories.myshopify.com,Beauty & Health,20% per order,120,96.97%,99.09,4.42,6.63,USD,https://partners.baselaboratories.com/baselaboratories/register,4
52828,11100,59065,Bond & Mason,https://bondandmason.com/collections/handbags,orgonitely.myshopify.com,Fashion,20% per order,30,95.2%,99.06,4.62,6.88,EUR,https://af.uppromote.com/bondandmason/register,4
61021,27192,68835,TattooNumbx,https://tattoo-numbx.myshopify.com,tattoo-numbx.myshopify.com,"Beauty & Health, Art",2% per order,1,69.38%,99.87,3.7,6.7,GBP,https://af.uppromote.com/tattoonumbx/register,4
65731,21527,74728,Amotopart,https://amotopart.com/,amotopart.myshopify.com,"Sports & Entertainment, Automobiles & Motorcycles",10% per order,30,70.37%,72.48,3.92,6.9,USD,https://af.uppromote.com/amotopart/register,4
76896,30158,88131,Stitchingcover,,stitchingcover.myshopify.com,Automobiles & Motorcycles,10% per order,30,93.08%,99.92,4.25,6.76,USD,https://af.uppromote.com/stitchingcover/register,4
97353,23104,110939,alcamielements,https://alcamielements.myshopify.com,alcamielements.myshopify.com,Beauty & Health,15% per order,90,94.36%,99.86,4.38,6.92,USD,https://partners.alcamielements.com/alcamielements/register,4
102680,24245,116667,TsukiGlass,https://tsukiglass.com,oasissand.myshopify.com,"Home & Tools, Art, Others",15% per order,30,48.29%,96.23,3.54,6.66,USD,https://af.uppromote.com/TsukiGlass/register,4
160575,31448,182620,BTF-LIGHTING,,btf-lighting.myshopify.com,"Electronics, Home & Tools, Others",5% per order,30,100%,41.03,3.85,6.66,USD,https://af.uppromote.com/btf-lighting/register,4
171640,32716,195294,Car Mats Customs,https://www.carmatscustoms.com,carmatscustoms.myshopify.com,Automobiles & Motorcycles,5% per order,30,97.09%,0,3.98,6.81,USD,https://af.uppromote.com/carmatscustoms/register,4
173177,32932,197057,TABASQUISHY®,,6b3e16-2.myshopify.com,Toys & Hobbies,12% per order,30,99.07%,97.17,4.77,6.82,USD,https://af.uppromote.com/6b3e16-2/register,4
195796,34502,223464,FrenchBeautyHub,,k61hjg-s4.myshopify.com,Beauty & Health,10% per order,14,91.42%,98.67,3.05,6.89,EUR,https://affiliate.frenchbeautyhub.com/frenchbeautyhub/register,4
202345,35162,231986,TOLEVITA,,kj4dgy-tf.myshopify.com,Beauty & Health,10% per order,30,93.02%,98.63,4.32,6.65,USD,https://affiliates.tolevita.com/kj4dgy-tf/register,4
203773,35321,233894,DTWOOO,https://www.dtwooo.com,maelreg.myshopify.com,"Fashion, Sports & Entertainment, Others",20% per order,30,94.42%,97.35,4.27,6.66,USD,https://af.uppromote.com/dtwooo/register,4
205377,35792,247177,MIRANEST,,miranest.myshopify.com,"Pet supplies, Grocery & Food, Beauty & Health",20% per order,30,98.17%,97.12,4.24,6.87,USD,https://af.uppromote.com/miranest/register,4
225299,36381,261391,Glocusent,,glocusent.myshopify.com,"Books, Electronics, Home & Tools",15% per order,60,96.33%,85.61,3.79,6.82,USD,https://af.uppromote.com/glocusent/register,4
225392,36639,261522,Macro Stackers™,,stealth-health-containers.myshopify.com,"Beauty & Health, Grocery & Food",5% per order,30,1.7%,100,3.17,6.69,USD,https://af.uppromote.com/stealth-health-containers/register,4
235336,36799,274300,ITALIA Chains,,bvwfds-7h.myshopify.com,Apparel & Accessories,8% per order,14,75%,99.12,3.82,6.68,USD,https://aff.italiachains.com/italiachains/register,4
238874,37043,278674,RIWI Buildit US,,riwi-buildit-us.myshopify.com,Toys & Games,10% per order,30,83.78%,100,3.66,6.81,USD,https://partner.riwi-buildit.us/riwi-buildit-us/register,4
246788,37546,288386,Bikerringshop,,bikerringshop.myshopify.com,Apparel & Accessories,12% per order,30,77.78%,97.3,3.55,6.82,USD,https://af.uppromote.com/bikerringshop/register,4
12657,27131,13686,Linsoul Audio,https://linsoul.myshopify.com,linsoul.myshopify.com,"Gaming, Computers & Office, Sports & Entertainment",5% per order,14,97.15%,99.22,4.32,6.44,USD,https://af.uppromote.com/linsoul/register,5
24016,5363,25632,YUME Scooters,,yume-way.myshopify.com,"Garden & Outdoors, Automobiles & Motorcycles, Sports & Entertainment",6.00%,30,94.7%,27.03,3.8,6.35,USD,https://af.uppromote.com/yume-way/register,5
51432,10667,302747,Snogo Straws,,snogostraws.myshopify.com,"Jewelry & Accessories, Beauty & Health, Retail & Consumer goods",5% per order,30,70.65%,71.7,4.08,6.49,USD,https://affiliates.snogostraws.com/snogostraws/register,5
54815,34727,61367,VELOWAVE,https://velowavebike.myshopify.com,velowavebike.myshopify.com,Automobiles & Motorcycles,9% per order,1,68.6%,93.84,3.9,6.28,USD,https://af.uppromote.com/velowavebike/register,5
61672,14576,74435,Anbernic,,anbernicgame.myshopify.com,"Electronics, Gaming",2% per order,30,96%,99.27,4.47,6.53,USD,https://af.uppromote.com/anbernicgame/register,5
90298,21692,103086,QuoteMyWall,,quotemywall.myshopify.com,"Beauty & Health, Home & Tools, Mom & Kids",10% per order,30,57.34%,98.7,4.07,6.43,GBP,https://af.uppromote.com/quotemywall/register,5
90722,21780,103575,Om Gallery,https://om-gallery-retail.myshopify.com,om-gallery-retail.myshopify.com,"Beauty & Health, Art, Jewelry & Accessories",8% per order,30,84.65%,97.76,3.53,6.6,USD,https://af.uppromote.com/om-gallery-retail/register,5
91879,28044,104888,MEEDEN ART,https://meeden-art.myshopify.com,meeden-art.myshopify.com,"Art, Toys & Hobbies, Home & Tools",10% per order,30,67.67%,99.85,3.5,6.58,USD,https://af.uppromote.com/meedenart/register,5
113991,27832,129658,STRONG CELL,https://strongcell.myshopify.com,strongcell.myshopify.com,Beauty & Health,15% per order,30,95.36%,98.13,4.23,6.56,USD,https://af.uppromote.com/strongcell/register,5
137801,29018,155979,Hotana,https://mudmetalandhide.myshopify.com,mudmetalandhide.myshopify.com,Beauty & Health,15% per order,30,99.36%,99.83,4.12,6.55,USD,https://af.uppromote.com/hotana/register,5
139550,35023,230121,Raw Beauty Lab,,raw-beauty-lab-2.myshopify.com,Beauty & Health,15% per order,30,100%,94.4,4.01,6.5,GBP,https://af.uppromote.com/raw-beauty-lab-2/register,5
141775,30327,160749,Aviationtag,,yygn.myshopify.com,"Toys & Hobbies, Others, Fashion",10% per order,30,99.22%,26.26,4.15,6.43,EUR,https://affiliate.aviationtag.com/aviationtag/register,5
169784,32552,193186,Clubhouse Supplements,https://shop.clubhousesupplements.com/,3dde41-b9.myshopify.com,Beauty & Health,40% per order,30,98.08%,98.53,4.2,6.47,USD,https://af.uppromote.com/ClubHouseSupplements/register,5
190773,36803,216913,Mewant.de,,162d15-66.myshopify.com,Automobiles & Motorcycles,15% per order,30,100%,99.12,3.96,6.45,EUR,https://af.uppromote.com/162d15-66/register,5
202783,35204,232551,945industries,,eb6a95-dc.myshopify.com,"Wellness & Lifestyle, Garden & Outdoors, Retail & Consumer goods",7% per order,90,87.71%,76.13,4.55,6.46,USD,https://af.uppromote.com/eb6a95-dc/register,5
210613,36618,242682,Healflux,,ec106e-3.myshopify.com,"Beauty & Health, Wellness & Lifestyle",15% per order,30,85.45%,99.87,4.25,6.54,GBP,https://af.uppromote.com/ec106e-3/register,5
213038,36244,245758,Sunstone Permanent Jewelry,,sunstonepj.myshopify.com,"Jewelry & Accessories, Business & Professional services, Education & Training",5% per order,30,91.66%,50,4.3,6.45,USD,https://af.uppromote.com/sunstonepj/register,5
246745,37564,288335,EPZ Audio,,p1ubfy-gc.myshopify.com,Electronics,15% per order,30,94.04%,96.49,3.56,6.62,USD,https://af.uppromote.com/epzaudio/register,5
261017,38858,307101,Guy Outfitters,,09a822-4.myshopify.com,Apparel & Accessories,15% per order,2,82.49%,7.55,3.74,6.28,USD,https://af.uppromote.com/guy-outfitters/register,5
262539,38982,308425,Silkiee,,q1mfug-xy.myshopify.com,Health & Beauty,15% per order,30,0%,100,3.41,6.51,USD,https://affiliates.silkiee.com/q1mfug-xy/register,5
23811,2603,326318,SIRUI®Official Store,,sirui-store.myshopify.com,"Others, Electronics, Travel",5%-10% per order,30,93.83%,99.3,4.1,6.15,USD,https://af.uppromote.com/sirui-store/register,6
77515,22112,219940,Octopied Mind Inc.,,octopiedmind.myshopify.com,Fashion,0.00% per order,30,97.4%,43.68,4.18,6.14,CAD,https://af.uppromote.com/octopiedmind/register,6
78386,27951,89892,UpNourish,,healthappiness.myshopify.com,Beauty & Health,15% per order,30,96.87%,99.09,4.11,6.17,USD,https://aff.upnourishbrand.com/upnourish/register,6
82968,25685,95016,Lovful,https://magictoollab.myshopify.com,magictoollab.myshopify.com,"Fashion, Beauty & Health",15% per order,30,95.97%,83.75,3.85,6.24,USD,https://af.uppromote.com/lovful/register,6
84883,23495,97293,SVAKOM,,svakom-store.myshopify.com,Beauty & Health,20% per order,90,92.08%,63.43,4,6.12,USD,https://af.uppromote.com/svakom-store/register,6
85585,21257,97930,Road Top,https://roadtop.com/,ninetom.myshopify.com,Automobiles & Motorcycles,8% per order,30,96.78%,99.77,3.88,6.17,USD,https://af.uppromote.com/roadtop/register,6
113049,26444,128154,MIRIS,https://mirisperfume.com,arturplakhov.myshopify.com,Beauty & Health,20%-10% per order,30,59.57%,99.95,3.95,6.24,USD,https://af.uppromote.com/mirisperfume/register,6
113377,35921,237664,Ulike UK Shop,,ulikeunitedkingdom.myshopify.com,"Beauty & Health, Home & Tools, Fashion",10% per order,15,18.75%,82.47,3.94,6.15,GBP,https://glow-partner.ulike.com/ulikeunitedkingdom/register,6
116676,26974,132213,Charava UK,https://charava-international.myshopify.com,charava-international.myshopify.com,Beauty & Health,20% per order,30,72.54%,98.9,4.14,6.13,GBP,https://af.uppromote.com/charava-international/register,6
130465,28238,147699,Earth Elixir,,earthelixir.myshopify.com,"Beauty & Health, Sports & Entertainment",20% per order,30,99.49%,96.6,3.96,6.26,USD,https://af.uppromote.com/earthelixir/register,6
138298,38655,287806,Health Routine,,healthrituals.myshopify.com,Beauty & Health,30% per order,30,67.15%,0,3.18,6.2,EUR,https://af.uppromote.com/healthroutine/register,6
164033,31823,186536,Towildbike,,fb032e-64.myshopify.com,"Others, Sports & Entertainment, Automobiles & Motorcycles",8%-15% per order,30,82.66%,95.82,3.84,6.26,USD,https://af.uppromote.com/towild/register,6
169610,32526,192968,eeBoo,,eeboo-dtc.myshopify.com,"Toys & Hobbies, Mom & Kids",10% per order,30,99.15%,68.91,4,6.2,USD,https://af.uppromote.com/eeboo-dtc/register,6
171235,32665,194789,kiwiears,https://kiwiears.myshopify.com,kiwiears.myshopify.com,"Computers & Office, Sports & Entertainment, Gaming",5% per order,14,86.58%,98.42,4.2,6.13,USD,https://af.uppromote.com/kiwiears/register,6
172252,32789,195989,Slimmer with Cilla,,slimmerwithcilla.myshopify.com,"Beauty & Health, Wellness & Lifestyle, Software & Digital products",50% per order,30,97.4%,97.67,4.02,6.19,GBP,https://af.uppromote.com/slimmerwithcilla/register,6
204229,35397,234488,RAVION,,nfnq6n-z1.myshopify.com,"Electronics, Phone & Telecommunication, Garden & Outdoors",0% per order,30,97.83%,98,4.45,6.14,USD,https://aff.ravion.us/nfnq6n-z1/register,6
211442,35731,243756,Sonic Dental,https://sonicdental.co/,sonicdental2022.myshopify.com,Beauty & Health,12% per order,30,94.48%,18.9,3.5,6.2,GBP,https://affiliates.sonicdental.co/sonicdental/register,6
232529,37070,270697,otakurug,,h8ztiv-eg.myshopify.com,"Art, Home & Tools",10% per order,30,97.37%,91.55,2.84,6.22,USD,https://af.uppromote.com/h8ztiv-eg/register,6
233843,36720,272383,Dean Turner Art,,deanturnerart.myshopify.com,Art,10% per order,90,74.07%,100,2.9,6.18,AUD,https://af.uppromote.com/deanturnerart/register,6
252039,38400,294858,EELHOE COSMETICS,,33f608-3.myshopify.com,"Bundles, Electronics, Health & Beauty",10% per order,30,86.96%,97.55,3.1,6.2,EUR,https://af.uppromote.com/EELHOECOSMETICS/register,6
44839,9161,49791,KAIWEETS,https://kaiweets.com/,kaiweets.myshopify.com,"Home & Tools, Automobiles & Motorcycles, Electronics",7% per order,30,84.57%,99.93,4.05,5.99,USD,https://af.uppromote.com/kaiweets/register,7
58794,20712,66221,Freak Athlete,https://courtsidefit.myshopify.com,courtsidefit.myshopify.com,"Beauty & Health, Sports & Entertainment",10% per order,30,92.07%,3.37,3.25,6.11,USD,https://af.uppromote.com/freakathlete/register,7
67654,16058,197821,Nio Teas,http://nioteas.com/,nio-teas.myshopify.com,"Beauty & Health, Grocery & Food",10% per order,30,92.21%,96.09,4.03,6.04,USD,https://af.uppromote.com/nio-teas/register,7
78014,29146,89438,reencle,https://reencle.co/,reencleus.myshopify.com,"Garden & Outdoors, Beauty & Health, Mom & Kids",5% per order,14,98.93%,87.93,3.44,6.09,USD,https://af.uppromote.com/reencleus/register,7
96984,23064,110532,Shopinverse,,shopinverse.myshopify.com,"Computers & Office, Electronics",5% per order,30,97.17%,99.96,4.92,6.05,NGN,https://affiliate.shopinverse.com/shopinverse/register,7
117868,32911,196964,Skinny Coffee SuperBoost,,shopskinnycoffee.myshopify.com,Beauty & Health,25%,30,83.37%,98.21,3.9,6.12,USD,https://af.uppromote.com/shopskinnycoffee/register,7
118394,27508,134249,AnywhereCam,https://anywherecam.myshopify.com,anywherecam.myshopify.com,"Electronics, Phone & Telecommunication",10% per order,30,96.71%,29.35,4.32,5.96,USD,https://af.uppromote.com/anywherecam/register,7
133931,28579,151531,Tuesday in Love,,tuesday-in-love.myshopify.com,Beauty & Health,7% per order,30,98.06%,99.42,4.06,6.09,CAD,https://af.uppromote.com/tuesday-in-love/register,7
152083,31248,172795,IBOOLO  ,https://4dcaa7-4.myshopify.com,4dcaa7-4.myshopify.com,Beauty & Health,10% per order,30,96.1%,99.47,3.53,5.93,USD,https://af.uppromote.com/4dcaa7-4/register,7
160485,32314,187190,ORL ,,orl-labs.myshopify.com,"Beauty & Health, Mom & Kids, Grocery & Food",15% per order,30,86.69%,81.72,3.8,6.12,USD,https://af.uppromote.com/orl-labs/register,7
163707,31770,186208,Craftoria,,5b838f.myshopify.com,Toys & Hobbies,0% per order,30,96.29%,13.48,4.62,6.1,USD,https://affiliates.craftoria.com/5b838f/register,7
174725,33449,198932,ETHA Natural Botanicals,,ethosnaturalmedicine.myshopify.com,Beauty & Health,20% per order,30,96.75%,98.72,4.24,5.94,USD,https://af.uppromote.com/ethanaturals/register,7
181112,33738,206430,AOOA Caliper Covers,https://aooacalipercover.myshopify.com,aooacalipercover.myshopify.com,Automobiles & Motorcycles,$20.00 per order,30,91.42%,97.35,3.85,5.93,USD,https://af.uppromote.com/aooacalipercover/register,7
